P1 Hand,P2 Hand,Action Sequence,Winner
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 3 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 3 -> Player 1 1 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 3 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 3 -> Player 1 1 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 3 -> Player 1 2 -> Player 2 1 -> Player 1 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 3 -> Player 1 2 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 3 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 3 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 2 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 2 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2 -> Player 1 2 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 3 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 3 -> Player 1 1 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 3 -> Player 1 2 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 3 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 3 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 3 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 3 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 3 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 3 -> Player 1 1 -> Player 2 ,P1
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 3 -> Player 1 2 -> Player 2 1 -> Player 1 ,P2
"(2,3)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 3 -> Player 1 2 -> Player 2 ,P1
